"technology_code","technology_name","sector","technology_category","output_commodity","output_unit","emission_class","process_share_pct","process_co2_kt_per_unit","process_ch4_kt_per_unit","process_n2o_kt_per_unit","process_total_kt_per_unit","energy_direct_kt_per_unit","energy_direct_biomass_zerorated_kt_per_unit","energy_indirect_kt_per_unit","direct_total_kt_per_unit","consumes_biomass_fuel","emissions_released","n_emitting_fuel_inputs","emitting_fuel_commodities","retrofit_to","fuel_factor_year"
"IMEOTHBIOS01","Generic process technology for other energy services based on solid biomass","Mechanical engineering","Biomass","IMEOTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IMEOTHHCO01","Generic process technology for other energy services based on coal","Mechanical engineering","Coal","IMEOTH","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IMEOTHLPG01","Generic process technology for other energy services based on liquified petroleum gas","Mechanical engineering","Oil","IMEOTH","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IMEOTHNGA01","Generic process technology for other energy services based on natural gas / biomethane","Mechanical engineering","Natural gas","IMEOTH","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IMESPCBIOS01","Low-temperature space heat technology based on solid biomass (boiler)","Mechanical engineering","Biomass","IMESPC","PJ","D_pure_energy",0,0,0,0,0,107.888888888889,0,0,107.888888888889,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IMESPCHCO01","Low-temperature space heat  technology based on coal (boiler)","Mechanical engineering","Coal","IMESPC","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IMESPCLPG01","Low-temperature space heat technology based on liquified petroleum gas (boiler)","Mechanical engineering","Oil","IMESPC","PJ","D_pure_energy",0,0,0,0,0,64.0621290322581,64.0621290322581,0,64.0621290322581,FALSE,1,1,"INDLPG",,2021
"IMESPCNGA01","Low-temperature space heat technology based on natural gas (boiler)","Mechanical engineering","Natural gas","IMESPC","PJ","D_pure_energy",0,0,0,0,0,55.0534427044494,55.0534427044494,0,55.0534427044494,FALSE,1,1,"IND_NGABOM",,2021
"IME01","Demand technology (not an actual technology only transforms energy services (IMEDRY, IMELTH, IMEMOT, IMEOTH, IMESPC) into final demand commodity (IME))","Mechanical engineering","Standard_FF","IME","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IMEHTHELC01","High-temperature heat technology based on electricity (boiler)","Mechanical engineering","Electricity","IMEHTH","PJ","E_zero_direct",,0,0,0,0,0,0,117.647058823529,0,FALSE,1,1,"INDDISTELC",,2021
"IMEHTHHDG01","High-temperature heat technology based on hydrogen (boiler)","Mechanical engineering","Hydrogen","IMEHTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IMELTHELC01","Low-temperature heat  technology based on electricity (boiler)","Mechanical engineering","Electricity","IMELTH","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IMELTHELCHP01","Low-temperature heat  technology based on heat pump","Mechanical engineering","Heat pump","IMELTH","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IMELTHHDG01","Low-temperature heat  technology based on hydrogen (boiler)","Mechanical engineering","Hydrogen","IMELTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IMEMOTELC01","Electric motor technology","Mechanical engineering","Electricity","IMEMOT","PJ","E_zero_direct",,0,0,0,0,0,0,102.249488752556,0,FALSE,1,1,"INDDISTELC",,2021
"IMEOTHELC01","Generic process technology for other energy services based on electricity","Mechanical engineering","Electricity","IMEOTH","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IMEOTHHDG01","Generic process technology for other energy services based on hydrogen","Mechanical engineering","Hydrogen","IMEOTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IMESPCELC01","Low-temperature space heat  technology based on electricity (boiler)","Mechanical engineering","Electricity","IMESPC","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IMESPCELCHP01","Low-temperature space heat technology based on heat pump","Mechanical engineering","Heat pump","IMESPC","PJ","E_zero_direct",,0,0,0,0,0,0,25,0,FALSE,1,1,"INDDISTELC",,2021
"IMESPCHDG01","Low-temperature space heat  technology based on hydrogen (boiler)","Mechanical engineering","Hydrogen","IMESPC","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"INFHTHBIOS01","High-temperature heat technology based on solid biomass (boiler)","Non-ferrous metals","Biomass","INFHTH","PJ","D_pure_energy",0,0,0,0,0,161.833333333333,0,0,161.833333333333,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"INFHTHHCO01","High-temperature heat technology based on coal (boiler)","Non-ferrous metals","Coal","INFHTH","PJ","D_pure_energy",0,0,0,0,0,149.359680586627,149.359680586627,0,149.359680586627,FALSE,1,1,"INDCOA",,2021
"INFHTHLPG01","High-temperature heat technology based on liquified petroleum gas (boiler)","Non-ferrous metals","Oil","INFHTH","PJ","D_pure_energy",0,0,0,0,0,99.2963,99.2963,0,99.2963,FALSE,1,1,"INDLPG",,2021
"INFHTHNGA01","High-temperature heat technology based on natural gas / biomethane (boiler)","Non-ferrous metals","Natural gas","INFHTH","PJ","D_pure_energy",0,0,0,0,0,85.3328361918966,85.3328361918966,0,85.3328361918966,FALSE,1,1,"IND_NGABOM",,2021
"INFOTHBIOS01","Generic process technology for other energy services based on solid biomass","Non-ferrous metals","Biomass","INFOTH","PJ","D_pure_energy",0,0,0,0,0,161.833333333333,0,0,161.833333333333,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"INFOTHHCO01","Generic process technology for other energy services based on coal","Non-ferrous metals","Coal","INFOTH","PJ","D_pure_energy",0,0,0,0,0,149.359680586627,149.359680586627,0,149.359680586627,FALSE,1,1,"INDCOA",,2021
"INFOTHLPG01","Generic process technology for other energy services based on liquified petroleum gas","Non-ferrous metals","Oil","INFOTH","PJ","D_pure_energy",0,0,0,0,0,99.2963,99.2963,0,99.2963,FALSE,1,1,"INDLPG",,2021
"INFOTHNGA01","Generic process technology for other energy services based on natural gas / biomethane","Non-ferrous metals","Natural gas","INFOTH","PJ","D_pure_energy",0,0,0,0,0,85.3328361918966,85.3328361918966,0,85.3328361918966,FALSE,1,1,"IND_NGABOM",,2021
"INF01","Demand technology (not an actual technology only transforms energy services (INFHTH, IFDMOT, INFOTH) into final demand commodity (INF))","Non-ferrous metals","Standard_FF","INF","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"INFHTHELC01","High-temperature heat technology based on electricity (boiler)","Non-ferrous metals","Electricity","INFHTH","PJ","E_zero_direct",,0,0,0,0,0,0,117.647058823529,0,FALSE,1,1,"INDDISTELC",,2021
"INFHTHHDG01","High-temperature heat technology based on hydrogen (boiler)","Non-ferrous metals","Hydrogen","INFHTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"INFMOTELC01","Electric motor technology","Non-ferrous metals","Electricity","INFMOT","PJ","E_zero_direct",,0,0,0,0,0,0,102.249488752556,0,FALSE,1,1,"INDDISTELC",,2021
"INFOTHELC01","Generic process technology for other energy services based on electricity","Non-ferrous metals","Electricity","INFOTH","PJ","E_zero_direct",,0,0,0,0,0,0,117.647058823529,0,FALSE,1,1,"INDDISTELC",,2021
"INFOTHHDG01","Generic process technology for other energy services based on hydrogen","Non-ferrous metals","Hydrogen","INFOTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOICHPBIOS01","Steam turbine CHP based on solid biomass","Other","Biomass","IOISTM","PJ","D_pure_energy",0,0,0,0,0,133.5125,0,0,133.5125,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IOICHPGT01","Gas turbine CHP based on natural gas","Other","Natural gas","IOISTM","PJ","D_pure_energy",0,0,0,0,0,124.342132736764,124.342132736764,0,124.342132736764,FALSE,1,1,"IND_NGABOMLFO",,2021
"IOIDRYBIOS01","Drying / separation technology based on solid biomass","Other","Biomass","IOIDRY","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IOIDRYHCO01","Drying / separation technology based on coal","Other","Coal","IOIDRY","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IOIDRYLPG01","Drying / separation technology based on liquified petroleum gas","Other","Oil","IOIDRY","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IOIDRYNGA01","Drying / separation technology based on natural gas","Other","Natural gas","IOIDRY","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IOILTHBIOS01","Low-temperature heat  technology based on solid biomass (boiler)","Other","Biomass","IOILTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IOILTHHCO01","Low-temperature heat  technology based on coal (boiler)","Other","Coal","IOILTH","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IOILTHLPG01","Low-temperature heat  technology based on liquified petroleum gas (boiler)","Other","Oil","IOILTH","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IOILTHNGA01","Low-temperature heat  technology based on natural gas (boiler)","Other","Natural gas","IOILTH","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IOIOTHBIOS01","Generic process technology for other energy services based on solid biomass","Other","Biomass","IOIOTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IOIOTHHCO01","Generic process technology for other energy services based on coal","Other","Coal","IOIOTH","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IOIOTHLPG01","Generic process technology for other energy services based on liquified petroleum gas","Other","Oil","IOIOTH","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IOIOTHNGA01","Generic process technology for other energy services based on natural gas / biomethane","Other","Natural gas","IOIOTH","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IOISPCBIOS01","Low-temperature space heat technology based on solid biomass (boiler)","Other","Biomass","IOISPC","PJ","D_pure_energy",0,0,0,0,0,107.888888888889,0,0,107.888888888889,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IOISPCHCO01","Low-temperature space heat  technology based on coal (boiler)","Other","Coal","IOISPC","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IOISPCLPG01","Low-temperature space heat technology based on liquified petroleum gas (boiler)","Other","Oil","IOISPC","PJ","D_pure_energy",0,0,0,0,0,64.0621290322581,64.0621290322581,0,64.0621290322581,FALSE,1,1,"INDLPG",,2021
"IOISPCNGA01","Low-temperature space heat technology based on natural gas (boiler)","Other","Natural gas","IOISPC","PJ","D_pure_energy",0,0,0,0,0,55.0534427044494,55.0534427044494,0,55.0534427044494,FALSE,1,1,"IND_NGABOM",,2021
"INDHFCOTH01","Dummy demand for Other HFC emissions","Other","Standard_FF","INDHFCOTH","kt","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOI01","Demand technology (not an actual technology only transforms energy services (IOIDRY, IOILTH, IOIMOT, IOIOTH, IOISPC) into final demand commodity (IOI))","Other","Standard_FF","IOI","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOICHPCCGTH01","CCGT CHP based on hydrogen","Other","Hydrogen","IOISTM","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOIDRYELC01","Drying / separation technology based on electricity","Other","Electricity","IOIDRY","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IOIDRYELCHP01","Drying / separation technology based on heat pump","Other","Heat pump","IOIDRY","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IOIDRYHDG01","Drying / separation technology based on hydrogen","Other","Hydrogen","IOIDRY","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOIDRYSTM01","Drying / separation technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Other","Steam","IOIDRY","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOILTHELC01","Low-temperature heat  technology based on electricity (boiler)","Other","Electricity","IOILTH","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IOILTHELCHP01","Low-temperature heat  technology based on heat pump","Other","Heat pump","IOILTH","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IOILTHHDG01","Low-temperature heat  technology based on hydrogen (boiler)","Other","Hydrogen","IOILTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOILTHSTM01","Low-temperature heat  technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Other","Steam","IOILTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOIMOTELC01","Electric motor technology","Other","Electricity","IOIMOT","PJ","E_zero_direct",,0,0,0,0,0,0,102.249488752556,0,FALSE,1,1,"INDDISTELC",,2021
"IOIOTHELC01","Generic process technology for other energy services based on electricity","Other","Electricity","IOIOTH","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IOIOTHHDG01","Generic process technology for other energy services based on hydrogen","Other","Hydrogen","IOIOTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOIOTHSTM01","Generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Other","Steam","IOIOTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOISPCELC01","Low-temperature space heat  technology based on electricity (boiler)","Other","Electricity","IOISPC","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IOISPCELCHP01","Low-temperature space heat technology based on heat pump","Other","Heat pump","IOISPC","PJ","E_zero_direct",,0,0,0,0,0,0,25,0,FALSE,1,1,"INDDISTELC",,2021
"IOISPCHDG01","Low-temperature space heat  technology based on hydrogen (boiler)","Other","Hydrogen","IOISPC","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOISPCSTM01","Low-temperature space heat technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Other","Steam","IOISPC","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IOISTMHP01","Steam generation by heat pump","Other","Heat pump","IOISTM","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IPPBOICOA01","Coal boiler","Paper","Coal","IPPLTH","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IPPBOINGA01","Natural gas boiler","Paper","Natural gas","IPPLTH","PJ","D_pure_energy",0,0,0,0,0,55.0534427044494,55.0534427044494,0,55.0534427044494,FALSE,1,1,"IND_NGABOM",,2021
"IPPCHPBIOS01","Steam turbine CHP based on solid biomass","Paper","Biomass","IPPLTH","PJ","D_pure_energy",0,0,0,0,0,133.4575,0,0,133.4575,TRUE,1,1,"IND_SOLIDBIO",,2021
"IPPCHPGT01","Gas turbine CHP based on natural gas","Paper","Standard_FF","IPPLTH","PJ","D_pure_energy",0,0,0,0,0,124.342132736764,124.342132736764,0,124.342132736764,FALSE,1,1,"IND_NGABOMLFO",,2021
"IPPFINPRO01","Technologies for the production of the final paper products from basic paper","Paper","Standard_FF","IPP","Mt","D_pure_energy",0,0,0,0,0,44.6682760636083,44.6682760636083,232.967090606689,44.6682760636083,TRUE,1,7,"IND_NGABOM;INDCOA;INDDISTELC;INDHFO;INDLFO;INDMAINSBOM;INDMAINSGAS",,2021
"IPRCHPBIOS01","Steam turbine CHP based on solid biomass","Paper","Biomass","IPRSTM","PJ","D_pure_energy",0,0,0,0,0,133.5125,0,0,133.5125,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IPRCHPGT01","Gas turbine CHP based on natural gas","Paper","Natural gas","IPRSTM","PJ","D_pure_energy",0,0,0,0,0,124.342132736764,124.342132736764,0,124.342132736764,FALSE,1,1,"IND_NGABOMLFO",,2021
"IPRDRYBIOS01","Drying / separation technology based on solid biomass","Paper","Biomass","IPRDRY","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IPRDRYLPG01","Drying / separation technology based on liquified petroleum gas","Paper","Oil","IPRDRY","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IPRDRYNGA01","Drying / separation technology based on natural gas","Paper","Natural gas","IPRDRY","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IPRLTHBIOS01","Low-temperature heat  technology based on solid biomass (boiler)","Paper","Biomass","IPRLTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IPRLTHLPG01","Low-temperature heat  technology based on liquified petroleum gas (boiler)","Paper","Oil","IPRLTH","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IPRLTHNGA01","Low-temperature heat  technology based on natural gas (boiler)","Paper","Natural gas","IPRLTH","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IPROTHBIOS01","Generic process technology for other energy services based on solid biomass","Paper","Biomass","IPROTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IPROTHLPG01","Generic process technology for other energy services based on liquified petroleum gas","Paper","Oil","IPROTH","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IPROTHNGA01","Generic process technology for other energy services based on natural gas / biomethane","Paper","Natural gas","IPROTH","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IPRSPCBIOS01","Low-temperature heat space technology based on solid biomass (boiler)","Paper","Biomass","IPRSPC","PJ","D_pure_energy",0,0,0,0,0,107.888888888889,0,0,107.888888888889,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IPRSPCLPG01","Low-temperature heat space technology based on liquified petroleum gas (boiler)","Paper","Oil","IPRSPC","PJ","D_pure_energy",0,0,0,0,0,64.0621290322581,64.0621290322581,0,64.0621290322581,FALSE,1,1,"INDLPG",,2021
"IPRSPCNGA01","Low-temperature heat space technology based on natural gas (boiler)","Paper","Natural gas","IPRSPC","PJ","D_pure_energy",0,0,0,0,0,55.0534427044494,55.0534427044494,0,55.0534427044494,FALSE,1,1,"IND_NGABOM",,2021
"IPPCHPCCGTH01","CCGT CHP based on hydrogen","Paper","Hydrogen","IPPLTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPPLTHELCHP01","Heat pump","Paper","Heat pump","IPPLTH","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IPPPRODRY01","Dryers (standard)","Paper","Electricity","IPPBPA","Mt","E_zero_direct",,0,0,0,0,0,0,42.0564085245132,0,FALSE,1,1,"INDDISTELC",,2021
"IPPPROOTH01","Technologies for the other production steps (standard)","Paper","Standard_FF","IPPPBP","Mt","E_zero_direct",,0,0,0,0,0,0,252.19349861145,0,FALSE,1,1,"INDDISTELC",,2021
"IPPPROPRS01","Press section (standard)","Paper","Standard_FF","IPPPBD","Mt","E_zero_direct",,0,0,0,0,0,0,29.1494488716125,0,FALSE,1,1,"INDDISTELC",,2021
"IPR01","Demand technology (not an actual technology only transforms energy services (IPRDRY, IPRLTH, IPRMOT, IPRREF, IPROTH) into final demand commodity (IPR))","Paper","Standard_FF","IPR","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPRCHPCCGTH01","CCGT CHP based on hydrogen","Paper","Hydrogen","IPRSTM","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPRDRYELC01","Drying / separation technology based on electricity","Paper","Electricity","IPRDRY","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IPRDRYELCHP01","Drying / separation technology based on heat pump","Paper","Heat pump","IPRDRY","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IPRDRYHDG01","Drying / separation technology based on hydrogen","Paper","Hydrogen","IPRDRY","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPRDRYSTM01","Drying / separation technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Paper","Steam","IPRDRY","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPRLTHELC01","Low-temperature heat  technology based on electricity (boiler)","Paper","Electricity","IPRLTH","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IPRLTHELCHP01","Low-temperature heat  technology based on heat pump","Paper","Heat pump","IPRLTH","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IPRLTHHDG01","Low-temperature heat  technology based on hydrogen (boiler)","Paper","Hydrogen","IPRLTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPRLTHSTM01","Low-temperature heat  technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Paper","Steam","IPRLTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPRMOTELC01","Electric motor technology","Paper","Electricity","IPRMOT","PJ","E_zero_direct",,0,0,0,0,0,0,102.249488752556,0,FALSE,1,1,"INDDISTELC",,2021
"IPROTHELC01","Generic process technology for other energy services based on electricity","Paper","Electricity","IPROTH","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IPROTHHDG01","Generic process technology for other energy services based on hydrogen","Paper","Hydrogen","IPROTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPROTHSTM01","Generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Paper","Steam","IPROTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPRSPCELC01","Low-temperature heat space technology based on electricity (boiler)","Paper","Electricity","IPRSPC","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IPRSPCELCHP01","Low-temperature space heat technology based on heat pump","Paper","Heat pump","IPRSPC","PJ","E_zero_direct",,0,0,0,0,0,0,25,0,FALSE,1,1,"INDDISTELC",,2021
"IPRSPCHDG01","Low-temperature heat space technology based on hydrogen (boiler)","Paper","Hydrogen","IPRSPC","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPRSPCSTM01","Low-temperature space heat technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Paper","Steam","IPRSPC","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IPRSTMHP01","Steam generation by heat pump","Paper","Heat pump","IPRSTM","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"POILREF01","Oil refinery with relatively fixed output mix","Refineries","Standard_FF","PRCOIL","Mt","B_process_dominant",101.6,4.93580198287964,0,0.207860201597214,5.14366218447685,-0.0825839953440104,-0.0825839953440104,0.539011601358652,5.06107818913284,FALSE,1,2,"IND_NGABOM;INDDISTELC",,2021
"POILREF02","Oil refinery with flexible output mix","Refineries","Standard_FF","PRCOIL","Mt","B_process_dominant",101.6,4.93580198287964,0,0.207860201597214,5.14366218447685,-0.0825839953440104,-0.0825839953440104,0.539011601358652,5.06107818913284,FALSE,1,2,"IND_NGABOM;INDDISTELC",,2021
"PCHP-CCP01","CHP CCGT plant for petroleum refineries (flexible input of refinery gas, natural gas and heavy fuel oil)","Refineries","Natural gas","PCHPHEAT","PJ","D_pure_energy",0,0,0,0,0,163.333191501908,163.333191501908,0,163.333191501908,FALSE,1,1,"IND_NGABOM",,2021
"ITXCHPBIOS01","Steam turbine CHP based on solid biomass","Textiles","Biomass","ITXSTM","PJ","D_pure_energy",0,0,0,0,0,133.5125,0,0,133.5125,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"ITXCHPGT01","Gas turbine CHP based on natural gas","Textiles","Natural gas","ITXSTM","PJ","D_pure_energy",0,0,0,0,0,124.342132736764,124.342132736764,0,124.342132736764,FALSE,1,1,"IND_NGABOMLFO",,2021
"ITXDRYBIOS01","Drying / separation technology based on solid biomass","Textiles","Biomass","ITXDRY","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"ITXDRYHCO01","Drying / separation technology based on coal","Textiles","Coal","ITXDRY","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"ITXDRYLPG01","Drying / separation technology based on liquified petroleum gas","Textiles","Oil","ITXDRY","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
